Symbol,Conclusion,Price,Market Cap (Cr),Score (%),market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s)
OSWALSEEDS.NS,,14.58,133.363264,27.61904762,1333632640,14.58,0.39,-0.13134122,,,0.11306,0.050669998,0.11337,95.876,2.258642797,,,,,2459128000,0.007422823,35289000,-0.134107548,-18.06691969,37.384617,,3.049571,7.793,-1.47,,43055,66.63,0,"[676902000.0, 769499000.0]","[3212000.0, -27155000.0]","[0.04, -0.3]",[0.13679528203491786],[-9.454234122042342],[-8.5],[0.8560464003004489],[],"[1.4807184363444268, -1.4764300482425914]",5,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,5,3
SAMBHAAV.NS,,7.2,137.970688,27.61904762,1379706880,7.2,0.01,,,,-0.036459997,-0.00455,0.31008,12.874,1.556842,,,,,418713000,0.072152561,-595000,,,720,,1.6438355,28.718,0.259,,192890,62.93,0,"[92253000.0, 108827000.0, 111725000.0, 106802000.0, 91358000.0]","[-1641000.0, -4998000.0, 5038000.0, 261000.0, -891000.0]","[-0.01, 0.03, 0.001366, -0.01]","[0.17965811409927057, 0.026629421007654308, -0.04406354889236963, -0.144604033632329]","[2.045703839122486, -2.0080032012805122, -0.9481937276697102, -4.413793103448276]","[-4.0, -0.9544666666666667, -8.320644216691068]","[0.13195771102373588, 0.09871003184349685, 0.15862135234308844]",[],"[-0.1451223715960014, 0.6200873362445415, 4.009366636931311, 1.3970762544448834, 0.5702524698133918]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,5,3
EUROTEXIND.NS,,14.26,12.477308,26.66666667,124773080,14.26,-1.71,-0.470043093,,,-20.15124,-2.58671,0.98827004,,-0.239393301,,,,,11565000,-0.168116636,-17423000,-0.469976608,2.795538977,,,-0.43462357,-28.18,0.4,,4532,70.99,0,"[443000.0, 5042000.0, 32000.0, 278000.0, 6213000.0]","[-8704000.0, 16655000.0, -7708000.0, -15233000.0, -11137000.0]","[-0.99, -0.88, -1.74, -1.27]","[10.381489841986456, -0.9936533121777072, 7.6875, 21.348920863309353]","[-2.9134880514705883, -1.4628039627739418, 0.976258432797094, -0.2688899100636776]","[-0.11111111111111105, 0.9772727272727273, -0.2701149425287356]","[-1.1596369832052575, -1.3284948153741811, -1.2477226510232007]",[],"[-0.8174881733557149, 5.16346713205352, -1.026537620980331, -1.5458406561218512, -1.0117399157134257]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3
GSLSU.NS,,88.56,383.675904,26.66666667,3836759040,88.56,-6.54,,,,0.04758,-0.12331,0.49582002,65.613,-1.03793329,,,,,2052520000,0.027614157,-285350000,,,,,1.240284,114.541,-1.296,,335005,73.25,0,"[745040000.0, 550780000.0, 460610000.0, 469650000.0, 571480000.0]","[-4300000.0, -105010000.0, -104020000.0, -64130000.0, -12200000.0]","[-0.1, -2.45, -1.51, -0.29]","[-0.2607376785139053, -0.16371327934928648, 0.019626147934260985, 0.21682103694240396]","[23.42093023255814, -0.009427673554899485, -0.3834839453951163, -0.8097614221113363]","[23.5, -0.38367346938775515, -0.8079470198675497]","[0.6636237348680294, 0.47470312282277166, 0.44280453969204886]",[],"[1.0320197044334976, -6.099378881987578, -1.1069711538461537, -0.6001283697047497, 1.0759115361625822]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,3
HINDCON.NS,,30.45,157.1806848,26.66666667,1571806848,30.45,1,0.092022395,,,0.10038,0.065689996,0.29018998,,68.70336788,,,,,563783000,-0.05411962,38009000,-0.035087389,0.648330286,30.45,3.308977139,2.885162,,-0.125,0.63,14525,68.71,0.04,[143422000.0],[17866000.0],[],[],[],[],[0.0],[],[131.4431818181818],5,5,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5
KREBSBIO.NS,,69.77,152.0083328,26.66666667,1520083328,69.77,-12.57,-0.156477277,,,-0.67036,-0.75459,0.87223,,-3.553430726,,,,,433119000,-0.101461305,-269393000,-0.154224812,1.520035762,,,-1.0299827,-25.928,0.598,,9994,72.74,0,"[54809000.0, 61005000.0, 114672000.0, 128552000.0, 128890000.0]","[-53243000.0, -82684000.0, -77389000.0, -57608000.0, -51711000.0]","[-2.47, -3.59, -2.67, -2.4]","[0.11304712729661182, 0.879714777477256, 0.12104088181945016, 0.0026292862032484265]","[0.5529553180699811, -0.06403899182429496, -0.2556048017160062, -0.10236425496458823]","[0.45344129554655854, -0.2562674094707521, -0.101123595505618]","[-1.4511087344808629, -1.571802429219478, -2.0020349498014958]",[],"[-2.226652930125447, -4.126305320735952, -3.9713496499004304, -3.043517933600056, -2.9231469539488657]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3
MANGALAM.NS,,69,110.28704,26.66666667,1102870400,69,-6.17,-0.300551444,,,-0.15652001,-0.03273,0.44169,64.593,1.428052664,,,,,3151900000,-0.110178769,67207000,-0.300756011,2.729709297,,,0.6877785,7.98,-0.186,,26061,50.3,0,"[572087000.0, 703913000.0, 885529000.0, 797517000.0, 764941000.0]","[-137983000.0, 594000.0, 12868000.0, 26899000.0, 26846000.0]","[-8.72, 0.81, 1.7, 1.7]","[0.23042998704742468, 0.25800915738166497, -0.0993891786717318, -0.04084677818780036]","[-1.0043048781371617, 20.663299663299664, 1.0903792353124029, -0.001970333469645702]","[-1.0928899082568808, 1.0987654320987654, 0.0]","[0.6459321728997683, 0.5609406319989512]",[],"[-2.2137417791623397, 6.8816120906801, 1.3917904030270023, 1.32734068092536, 1.1553382579582292]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3
MKPL.NS,,6.82,258.9462784,26.66666667,2589462784,6.82,0.24,-0.067518936,,,0.04704,0.02898,0.05172,55.745,11.36291868,,,,,2677059633,0.015163077,83974222.77,-0.062288247,-4.107889556,28.416668,,3.9217944,21.229,-0.444,,225666,74.82,0,"[1149460000.0, 1372040633.37, 394788000.0, 336901000.0, 573330000.0]","[35132000.0, 27961222.77, 13752000.0, 17448000.0, 24813000.0]","[0.09, 0.04, 0.04, 0.07]","[0.19363930312494548, -0.7122621660042796, -0.14662806366961512, 0.7017758926212745]","[-0.20410956478424225, -0.5081760152937689, 0.2687609075043631, 0.42211141678129294]","[-0.5555555555555556, 0.0, 0.7500000000000002]","[0.5574468361867287, 0.020394568594692023, 0.3288260023089345]",[],"[7.706242873432155, 6.8053332722615965, 27.859826589595375, 71.48493975903614, 11.167885435709932]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,3
MOHITIND.NS,,32.85,46.507632,26.66666667,465076320,32.85,-1.72,,,,-0.00184,-0.01982,0.22229,35.026,-0.052964199,,,,,1099973000,-0.123469449,-24272000,,,,,0.2635231,-143.849,0.146,,8401,54.94,0,"[322449000.0, 335323000.0, 295789000.0, 257106000.0, 211756000.0]","[-4283000.0, -4236000.0, -5710000.0, -10238000.0, -4089000.0]","[-0.3, -0.4, -0.72, -0.29]","[0.03992569367558896, -0.11789826525469471, -0.13077903505539423, -0.17638639316079752]","[-0.01097361662386176, 0.3479697828139754, 0.7929947460595446, -0.6006055870287166]","[0.3333333333333335, 0.7999999999999998, -0.5972222222222222]","[0.35025983448086223, 0.19337652556170837, 0.1918417063009875]",[],"[0.4328226281673542, 0.03946146703806871, -0.1524267501677477, -0.3936998721376264, 0.3969295184926727]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3
MTEDUCARE.NS,,2.21,16.3336192,26.66666667,163336192,2.21,-4.6,0.067155062,,,-0.61809,-0.76534,0.09463,,-0.538519603,,,,,424600000,-0.067026546,-309938000,0.066861713,-0.997540784,,,-8.947369,-68.352,0.085,,16702,59.12,0,"[69050000.0, 53075000.0, 120569000.0, 115247000.0, 138816000.0]","[-51189000.0, -136804000.0, -53184000.0, -90852000.0, -29099000.0]","[-0.71, -0.74, -1.26, -0.4]","[-0.23135409123823314, 1.2716721620348563, -0.04414069951645949, 0.2045085772297761]","[1.6725273007872787, -0.6112394374433496, 0.7082581227436824, -0.6797098577906926]","[0.04225352112676051, 0.7027027027027026, -0.6825396825396826]","[-77.28325438840903, 7.682578401212177, 4.590692330962003]",[],"[-2.797183529771927, 0.2938725862855405, -0.6450728258882321, -1.8015402291711953, -0.012404460593910538]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3
RADAAN.NS,,3.42,18.689624,26.66666667,186896240,3.42,-0.32,,,,-3.20109,-0.20289,0.29878,,1.125542441,,,,,228710000,0.322244387,3276000,,,,,-1.618552,71.967,1.096,,46824,51.42,0,"[2855000.0, 22960000.0, 23628000.0, 34200000.0, 147923000.0]","[-14938000.0, -4866000.0, 261000.0, 2544000.0, 5339000.0]","[-0.28, 0.005, 0.05, 0.1]","[7.042031523642732, 0.02909407665505226, 0.44743524631792786, 3.3252339181286548]","[-0.6742535814700763, -1.0536374845869296, 8.74712643678161, 1.0986635220125787]","[-1.0178571428571428, 9.0, 1.0]","[-2.5698339184563257, -2.6920403546539204, -2.88461211079144]",[],"[-1.6704079814715838, -0.18368320610687022, 1.0247339229500825, 1.434868657790572, 1.7964668579193719]",5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,3
SELMC.NS,,29.99,101.165024,26.66666667,1011650240,29.99,-42.3,-0.001684214,,,-4.15944,0,0.51463,,-0.875359915,,,,,314884000,-0.578379572,-1307199000,-0.001636815,0.002830002,,,-0.4751493,-139.417,-2.503,,6571,75,0,"[57507000.0, 14609000.0, 45219000.0, 206188000.0, 53382000.0]","[-410462000.0, -400539000.0, -159871000.0, -315955000.0, -415256000.0]","[-12.39, -4.82, -9.54]","[-0.74596136122559, 2.0952837292080226, 3.559764700678918, -0.7411003550158108]","[-0.02417519770405052, -0.600860340690919, 0.9763121516722857, 0.31428842714943594]","[-0.6109765940274414, 0.9792531120331947]","[-4.598358154851458, -16.668692475482807]",[],"[-1.269049619670971, -1.187554273917389, 0.12377846592310433, -1.000563530104538, -1.7447798584166727]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3
SEYAIND.NS,,18.49,49.9984672,26.66666667,499984672,18.49,-2.56,0.001410439,,,-1.26155,0,0,94.116,,,,,,0,-1,-63069000,0.001324807,-0.001324807,,,0.059802767,-87.951,-0.313,,9124,64.5,0,"[0.0, -51536000.0, 0.0, 22801000.0, 28735000.0]","[-6223000.0, -44093000.0, -14706000.0, -3173000.0, -1097000.0]","[-0.23, -0.55, -0.12, -0.04]","[-inf, -1.0, inf, 0.2602517433445901]","[6.085489313835771, -0.6664776721928651, -0.7842377260981912, -0.6542704065553104]","[1.391304347826087, -0.7818181818181819, -0.6666666666666666]","[0.9411585437125842, 0.9330786398244757, 0.9315435275001528]",[],[],5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3
SHYAMTEL.NS,,13.46,16.0240352,26.66666667,160240352,13.46,-4.76,-0.203807377,,,-111.56583,0,0,,,,,,,0,-1,-18375000,-0.203807417,0.203807417,,,-0.5194705,-2.717,-0.487,,7617,66.15,0,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-39458000.0, -5407000.0, -4114000.0, -4519000.0, -4335000.0]","[-3.5, -0.37, -0.4, -0.37]",[],"[-0.8629682193724973, -0.239134455335676, 0.09844433641225092, -0.04071697278158881]","[-0.8942857142857142, 0.08108108108108114, -0.07500000000000007]","[-0.0, -0.0, -0.0]",[],[],5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3
SIMBHALS.NS,,13.39,55.272608,26.66666667,552726080,13.39,2.26,-0.237433129,,,-0.030580001,0.00923,0.17618999,,0.615964038,,,,,11710803000,-0.018995331,-121264000,-0.179002132,9.4234808,5.924779,,-0.35528553,29.103,-0.106,,14938,53.33,0,"[2235028000.0, 1620527000.0, 2794858000.0, 3385483000.0]","[-26212000.0, -101550000.0, -142122000.0, 363377000.0]","[-0.63, -2.46, -3.44]","[-0.2749410745637191, 0.724659940871087, 0.2113255843409576]","[2.874179764993133, 0.3995273264401773, -3.5567962736240695]","[2.9047619047619047, 0.39837398373983746]","[-6.60516638845806, -7.83035748982209]",[],"[-686.8684210526316, -78.24303405572755, -1.0221014117054528, 4.544848311390956]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,3
CALSOFT.NS,,18.3,50.706176,25.71428571,507061760,18.3,0.09,-0.588243453,,,0.1689,0.12497,0.52106,3.27,,,,,,54464000,-0.205431851,7194000,-0.459344913,2.235996564,203.33331,,4.611895,74.346,0.342,,91069,62.26,0,"[15459000.0, 19896000.0, 13109000.0, 10696000.0, 10763000.0]","[1932000.0, 2655000.0, 2042000.0, 764000.0, 1733000.0]","[0.03, 0.076007, 0.029234, 0.064314]","[0.28701727149233447, -0.3411238439887414, -0.18407201159508735, 0.006264023934180907]","[0.37422360248447206, -0.23088512241054615, -0.6258570029382957, 1.268324607329843]","[1.5335666666666667, -0.6153775310168801, 1.1999726346035438]","[0.03270187968545537, 0.7417831704555492, 0.6810176766435675]",[],[],5,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3
AKI.NS,,8.57,91.74624,24.76190476,917462400,8.57,0.18,-0.056196202,,,0.048299998,0.01923,0.19594999,34.422,2.648819092,,,,,780271000,0.085881491,16778000,0.006337687,0.073795729,47.611107,,1.1648769,25.003,-0.232,,55720,53.92,-0.8,"[176634000.0, 210853000.0, 226059000.0, 135612000.0, 207747000.0]","[2077000.0, 1336000.0, 7191000.0, 3909000.0, 4342000.0]","[0.02, 0.08, 0.06, 0.04]","[0.1937282742846791, 0.07211659307669316, -0.40010351279975587, 0.5319219538093973]","[-0.35676456427539716, 4.38248502994012, -0.45640383813099705, 0.11077001790739316]","[3.0, -0.25, -0.33333333333333326]","[0.3442211711027083, 0.33671828339637666, 0.365731041747259]",[],"[1.6415239561285357, 2.2344363432417276, 3.232440413414891, 2.366841710427607, 2.607032057911065]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,5,0
CLEDUCATE.NS,,89,489.3502464,24.76190476,4893502464,89,-1.87,,,,0.06018,-0.04724,0.26089,97.872,0.989066367,,,,,3375585000,0.190827805,-112485000,,,,,1.9029292,18.442,-0.452,,36089,53.16,0,"[1456786000.0, 743551000.0, 705358000.0, 986818000.0, 932220000.0]","[-38351000.0, -164172000.0, -26403000.0, 34961000.0, 43093000.0]","[-0.69, -0.58, 0.63, 0.77]","[-0.48959490275167394, -0.0513656763288598, 0.399031413835244, -0.05532732479545366]","[3.280774947198248, -0.8391747679263212, -2.3241298337310154, 0.2326020422756787]","[-0.1594202898550725, -2.086206896551724, 0.22222222222222232]","[0.9710641290719318, 0.12066232213378196, 0.1141063607627641]",[],"[1.013496355513755, -0.6127563059025809, -3.908660724111368, 10.350080818965518, 11.355277777777777]",5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,3
ELGIRUBCO.NS,,63.19,322.0886272,24.76190476,3220886272,63.19,-5.22,-0.356832881,,,-0.02957,-0.07014,0.48473,150.65,0.824324851,,,,,3839217000,-0.002790739,-43601000,-0.356361732,127.6943961,,,1.7659717,-105.283,0.085,,12651,65.03,0,"[855782000.0, 948099000.0, 914761000.0, 986781000.0, 965429000.0]","[-15145000.0, -170201000.0, -34964000.0, -41277000.0, 202841000.0]","[-0.3, -0.7, -0.82, 4.05]","[0.10787443531179663, -0.03516299458178951, 0.07873094720916174, -0.021638033160346626]","[10.238098382304392, -0.7945722998102244, 0.18055714449147686, -5.91414104707222]","[1.3333333333333335, 0.17142857142857149, -5.939024390243903]","[1.506492788582341, 1.3163270714952082, 1.617661009802888]",[],"[1.0079543928246302, -1.19076881059675, 0.6215528042356555, -0.4969015755817786, 3.8723228302309933]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,3
ENERGYDEV.NS,,19.82,94.6706816,24.76190476,946706816,19.82,-20.03,,,,0.35063,-2.62356,1,,-7.179307386,,,,,327621000,-0.086536927,-972637000,,,,,23.708134,11.87,0.548,,45079,58.14,0,"[102855000.0, 28194000.0, 80727000.0, 150933000.0, 67767000.0]","[16468000.0, -269687000.0, -763876000.0, 65507000.0, -4581000.0]","[0.35, -16.08, 1.38, -0.1]","[-0.7258859559574158, 1.863268780591615, 0.869671856999517, -0.5510127009997814]","[-17.376427009958707, 1.832453918802167, -1.085756065120517, -1.06993145770681]","[-46.94285714285714, -1.085820895522388, -1.0724637681159421]","[30.490675873191876, 1.4113133497713746, 1.271207812151049]",[],"[1.6473039632590576, -2.181969365426696, -30.38296390379809, 3.668346985927326, 0.7391073543223489]",5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3
GOKUL.NS,,41.32,419.5154688,24.76190476,4195154688,41.32,1.64,-0.175889423,,,0.01204,0.00445,0.03828,81.37,1.594021666,,,,,35108500000,0.048561763,148085000,-0.17657506,-3.636092467,25.195122,,1.1871176,15.091,0.14,,21917,72.8,0,"[9264290000.0, 8600662000.0, 10067593000.0, 8559705600.0, 7880540000.0]","[38590000.0, 66412000.0, 5796400.0, 51443600.0, 24433000.0]","[0.39, 0.059, 0.52, 0.25]","[-0.07163290441037573, 0.17056024292083571, -0.14977635667234457, -0.07934450455866149]","[0.7209639803057788, -0.9127205926639764, 7.875094886481264, -0.5250526790504553]","[-0.8487179487179487, 7.8135593220339, -0.5192307692307693]","[0.813704850702628, 1.2327890107812873, 1.307096414697185, 1.0145082151794804]",[],"[1.6022987723239612, 2.1221295702373317, 1.1619345798484915, 1.751178537756064, 1.4037078169565107]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,5,3
LAXMICOT.NS,,22.02,37.7591712,24.76190476,377591712,22.02,0.27,,,,0.04244,0.03024,0.16302,74.466,1.079434293,,,,,1504156000,-0.113556249,4624000,-0.560561926,4.936425184,81.55556,,0.60134363,11.234,-0.656,,12507,58.63,0,"[224603000.0, 411454000.0, 564046000.0, 304053000.0, 367944000.0]","[74495000.0, 2720000.0, -37718000.0, -34873000.0, 72025000.0]","[0.16, -2.2, -2.03]","[0.8319167597939476, 0.37086041209953, -0.46094290182006437, 0.2101311284545786]","[-0.9634874823813678, -14.866911764705883, -0.07542817752797071, -3.065351418002466]","[-14.75, -0.07727272727272738]","[0.7446624516252329, 0.7450694174713433, 0.7977335552408157]",[],"[9.422408963585434, 1.2375667614621628, -3.1615770759255386, -2.386877394636015, 5.464384076114171]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3
MANAKSTEEL.NS,,59.07,390.2976,24.76190476,3902976000,59.07,2.23,-0.348572881,,,0.040749997,0.021270001,0.17454,71.032,2.611525187,,,,,6338891000,0.012463571,97498000,-0.348866224,-27.99087269,26.488789,,1.3346438,21.011,0.452,,11775,74.75,0,"[2174908000.0, 2037767000.0, 1604805000.0, 1044536000.0, 1651784000.0]","[64859000.0, 47074000.0, 23185000.0, 10944000.0, 16297000.0]","[0.99, 0.35, 0.17, 0.25]","[-0.06305600052967753, -0.21246884457349635, -0.3491196749760874, 0.581356698093699]","[-0.2742102098398064, -0.507477588477716, -0.527970670692258, 0.489126461988304]","[-0.6464646464646464, -0.5142857142857142, 0.47058823529411753]","[0.7103173451219782, 0.4423397614915089, 0.6199443422065609]",[],"[4.1310778399593, 3.057238063101063, 2.005976000382464, 2.2939243408482994, 2.9849579179848384]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,5,3
MCL.NS,,48.8,138.41728,24.76190476,1384172800,48.8,1.7,,,,0.03959,0.03151,0.12458,57.288,2.871728174,,,,,1246725000,0.006555574,46877000,,,28.705881,,2.9111733,22.009,0.683,,305324,66.34,0,"[461967662.0, 416015153.0, 328561869.0, 257254324.0, 244893655.0]","[10426081.0, 17178281.0, 9054853.0, 9436530.0, 11207336.0]","[0.38, 0.33, 0.35, 0.41]","[-0.09947126775293635, -0.21021658314450864, -0.21702927736876243, -0.04804844018870602]","[0.6476258912624984, -0.47288945849704056, 0.04215165061210824, 0.18765436023623083]","[-0.13157894736842102, 0.06060606060606055, 0.17142857142857149]","[0.562468551326423, 0.3673248874214405, 0.321359966456696]",[],"[2.2846295811953192, 1.559492477330016, 2.8884888596881098, 3.9566600638838, 4.830411465302736]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,3
NAGREEKEXP.NS,,30.78,97.0695808,24.76190476,970695808,30.78,0.86,-0.280658343,,,0.04917,0.00604,0.23327999,107.736,1.12199433,,,,,5288629000,-0.00510232,31647000,-0.200540506,39.30379143,35.7907,,0.5944495,10.507,0.724,,49853,57.32,0,"[903055000.0, 1155311000.0, 1049000000.0, 1369810000.0, 1714508000.0]","[9196000.0, -2073000.0, 8650000.0, 11290000.0, 13780000.0]","[0.29, 0.28, 0.36, 0.44]","[0.2793362530521397, -0.092019378331895, 0.30582459485224023, 0.2516392784400756]","[-1.2254240974336668, -5.1726965750120595, 0.3052023121387284, 0.2205491585473871]","[-0.0344827586206895, 0.2857142857142856, 0.22222222222222232]","[1.0773593707692157, 1.0836299048491564, 1.128476923988146]",[],"[1.2658627698730978, 0.586795460939698, 1.2798830633042813, 1.4671882803396037, 1.3297670512860387]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3
SVPGLOB.NS,,3.73,48.7106848,24.76190476,487106848,3.73,-72.96,,,,-10.03915,0,0.0669,,-443.6502452,,,,,922072000,-0.622974791,-9895085000,,,,,-0.042062294,,,,78580,52.75,0,"[50313000.0, 123655000.0, 134568000.0, 161936000.0, 501912000.0]","[-505100000.0, -7594387000.0, -595042000.0, -636043000.0, -969906000.0]","[-3.99, -4.7, -5.03, -8.46]","[1.4577147059408104, 0.08825360883102173, 0.20337673146661905, 2.0994466949906134]","[14.035412789546625, -0.9216471322833562, 0.06890437985890063, 0.5249063349490521]","[0.17794486215538852, 0.07021276595744674, 0.6819085487077536]","[-2.4316770969807493, -7.855964232266593, -16.73314987395967]",[],"[-19.431628431001148, -636042.0, -1.4959641757887883]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3
TFL.NS,,13.52,72.9735744,24.76190476,729735744,13.52,-1.05,0.06824243,,,-0.12804,-0.49102002,0.94621,116.876,-436.6972477,,,,,149001000,0.053376224,-50779000,0.306167872,5.73603465,,,2.195518,,-0.011,,33422,56,0,"[39126000.0, 34860000.0, 35330000.0, 38602000.0, 40209000.0]","[-8568000.0, -28205000.0, -23396000.0, 4679000.0, -3858000.0]","[-0.16, -0.45, 0.09, -0.08]","[-0.1090323570004601, 0.013482501434308736, 0.09261251061420883, 0.04162996735920421]","[2.2919000933706815, -0.17050168409856403, -1.1999914515301762, -1.8245351570848471]","[1.8125, -1.2, -1.8888888888888888]","[1.3235591148848578, 1.065104514105388, 1.2709155165161286]",[],[],5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,5,3
CYBERMEDIA.NS,,18.3,34.090432,23.80952381,340904320,18.3,-6,,,,0.05001,-0.10836001,0.2043,,-11.11808511,,,,,867208000,0.066103679,-112121000,,,,,-1.7520344,30.535,-0.161,,13364,66.57,4.78,"[258453000.0, 216284000.0, 237890000.0, 206502000.0, 206532000.0]","[2810000.0, -19961000.0, -91160000.0, 389000.0, -1389000.0]","[0.670338, -5.494879, 0.018883, -0.084972]","[-0.16315925913028673, 0.09989643246842106, -0.13194333515490353, 0.0001452770433216788]","[-8.10355871886121, 3.5669054656580332, -1.0042672224659939, -4.570694087403599]","[-9.197176648198372, -1.0034364723954794, -5.499920563469788]","[-0.7441580504020924, 9.027513019553895, -2.252544060970857]",[],"[6.895380434782608, -0.712486308871851, -43.42778335005015, 1.291909042834479, 1.0199004975124377]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
ICDSLTD.NS,,52,67.7388416,23.80952381,677388416,52,1.61,-0.3776301,,,0,0,0,,39.26501305,,,,,22576000,0.209891253,14028000,-0.378220002,-1.801980774,32.298138,,,,,,2870,51.39,-0.01,"[7713000.0, 7017000.0, 5110000.0, 5262000.0, 5187000.0]","[13768000.0, 8361000.0, -7738000.0, 6456000.0, 6949000.0]","[1.06, -0.59, 0.5, 0.53]","[-0.0902372617658499, -0.2717685620635599, 0.02974559686888445, -0.01425313568985176]","[-0.39272225450319587, -1.9254873818921183, -1.8343241147583353, 0.0763630731102849]","[-1.5566037735849056, -1.847457627118644, 0.06000000000000005]","[0.014214046822742474, 0.0038816192688982225, 0.013032379416901788]",[],"[96.04968944099379, 47.16161616161616, 26.085227272727273, 45.60846560846561, 37.07881773399015]",5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0
MODTHREAD.NS,,45.57,160.951744,23.80952381,1609517440,45.57,0.92,-0.247894157,,,0,0,0,,4.845344981,,,,,2557850000,0.05242265,33693000,-0.248510697,-4.740521441,49.532608,,,,,,5036,65.16,0.06,"[698641000.0, 631547000.0, 723264000.0, 622515000.0, 580524000.0]","[63000.0, 30158000.0, -1493000.0, 3190000.0, 1838000.0]","[0.0018, -0.04, 0.09, 0.05]","[-0.09603501655356617, 0.14522592934492606, -0.1392976838332891, -0.06745379629406523]","[477.6984126984127, -1.0495059354068572, -3.1366376423308773, -0.4238244514106583]","[-23.222222222222225, -3.25, -0.4444444444444444]","[0.15857586646242824, 0.020012786738765387, 4.336332113481812e-05]",[],"[1.649103139013453, 14.202768424990648, 1.7197129590544533, 6.43956043956044, 2.1752111855519956]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5
ALKALI.NS,,92.2,97.0571456,22.85714286,970571456,92.2,-3.56,,,,-0.00956,-0.041100003,0.2992,,-2.562876907,,,,,823103000,-0.032957327,-57998000,,,,,2.1068988,,0.058,0.53,50045,69.59,0,"[206113000.0, 248482000.0, 223376000.0, 204571000.0, 146674000.0]","[-11530000.0, 43547000.0, -49349000.0, -18950000.0, -33246000.0]","[-1.13, -4.85, -1.86, -3.27]","[0.205561997545036, -0.10103749969816722, -0.0841854093546307, -0.2830166543644994]","[-4.7768430182133566, -2.133235354903897, -0.6160003242213621, 0.7544063324538259]","[3.2920353982300883, -0.6164948453608248, 0.7580645161290323]","[0.4023757546356188, 0.48850182579493756, 0.4448688010875302]",[],"[1.7241612249493357, 6.407279489904357, -8.512753564972886, -1.5100562148657088, -4.728118538938663]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3
